Timestamp,UnixTime,F,FL,FR,L,R,BL,BR,B,M1_Speed,M1_Dir,M2_Speed,M2_Dir,M3_Speed,M3_Dir,M4_Speed,M4_Dir
2025-05-08 13:15:59,1746702959.6191497,1600,1600,1600,1600,550,1600,131,938,255,1,255,1,30,1,30,1
2025-05-08 13:15:59,1746702959.9129863,1600,1600,1600,1600,565,1600,160,108,255,1,255,1,30,1,30,1
2025-05-08 13:16:00,1746702960.221222,1600,1600,1600,1600,561,1600,165,114,255,1,255,1,30,1,30,1
2025-05-08 13:16:00,1746702960.424076,1600,1600,1600,1600,554,121,161,133,127,1,127,1,30,1,30,1
2025-05-08 13:16:00,1746702960.7242362,1600,1600,1600,1600,542,121,128,133,30,1,30,1,30,1,30,1
2025-05-08 13:16:00,1746702960.923211,1600,1600,1600,1600,485,1600,1600,1021,158,1,158,1,30,1,30,1
2025-05-08 13:16:01,1746702961.2119095,1600,92,1600,1600,476,1600,1600,1029,30,1,30,1,30,1,30,1
2025-05-08 13:16:01,1746702961.4469967,1600,83,1600,1600,478,1600,1600,1034,30,1,30,1,30,1,30,1
2025-05-08 13:16:01,1746702961.720135,71,79,1600,1600,479,1600,1600,1026,30,1,30,1,30,1,30,1
2025-05-08 13:16:01,1746702961.9594986,76,135,1600,1600,480,1600,1600,1024,0,1,0,1,0,1,0,1
2025-05-08 13:16:02,1746702962.23056,76,135,1600,1600,479,1600,1600,1035,0,1,0,1,0,1,0,1
2025-05-08 13:16:02,1746702962.5000863,68,1600,1600,1600,481,1600,1600,1030,0,1,0,1,0,1,0,1
